ID,NAME,TYPE,RANK,PHONE,URL
45277559000_file9,ИВАНОВ А. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 6018476,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file9.html
45277559000_file10,КОСТИНА О. А.,Участковый уполномоченный милиции,Младший лейтенант,(495) 6018476,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file10.html
45277559000_file11,СМИРНОВ А. А.,Участковый уполномоченный милиции,Лейтенант,(495) 6018476,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file11.html
45277559000_file12,ОРЛОВ И. А.,Старший участковый уполномоченный милиции,Капитан,(495) 4884158,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file12.html
45277559000_file13,ЧАЧИЛО А. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4884158,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file13.html
45277559000_file14,ТРИБУХИН А. С.,Участковый уполномоченный милиции,Лейтенант,(495) 4884158,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file14.html
45277559000_file15,МИНАЕВ Д. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4884158,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file15.html
45277559000_file16,КОЖЕВНИКОВ Н. А.,Участковый уполномоченный милиции,Лейтенант,(495) 4884158,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file16.html
45277559000_file17,КРАСНОЩЕКОВ А. И.,Участковый уполномоченный милиции,Лейтенант,(495) 4884158,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file17.html
45277559000_file18,ЮДИН А. В.,Старший участковый уполномоченный милиции,Майор,(495) 4872201,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file18.html
45277559000_file19,КИРЕЕВ А. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4872201,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file19.html
45277559000_file20,КЛИМОВ Д. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4872201,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file20.html
45277559000_file21,КОРНЮХИН В. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4872201,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277559000/file21.html
45277565000_file1,КАТКОВ М. А.,Старший участковый уполномоченный милиции,Майор,(499) 1501813,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file1.html
45277565000_file2,КАЗЬМИН Е. В.,Участковый уполномоченный милиции,Младший лейтенант,(499) 1501813,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file2.html
45277565000_file3,БЕЛЯЕВ А. С.,Участковый уполномоченный милиции,Лейтенант,(499) 150-18-13,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file3.html
45277565000_file4,АРДАЕВ А. А.,Участковый уполномоченный милиции,Капитан,(499) 150-18-13,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file4.html
45277565000_file5,ТАРАСОВ С. В.,Участковый уполномоченный милиции,Старший лейтенант,(499) 150-09-04,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file5.html
45277565000_file6,УШАКОВ Р. А.,Старший участковый уполномоченный милиции,Младший лейтенант,(499) 150-09-04,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file6.html
45277565000_file7,БЕЛЕЦКИЙ А. Г.,Участковый уполномоченный милиции,Младший лейтенант,(499) 150-09-04,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file7.html
45277565000_file8,ЛИТВИНОВА В. Е.,Участковый уполномоченный милиции,Старший лейтенант,(499) 150-09-04,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file8.html
45277565000_file9,РАХИМГУЛОВ Р. М.,Участковый уполномоченный милиции,Старший лейтенант,(499) 150-99-82,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file9.html
45277565000_file10,ПОЛИКАРОВ И. В.,Участковый уполномоченный милиции,Старший лейтенант,(499) 150-99-82,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file10.html
45277565000_file11,БАРАНОВ П. В.,Участковый уполномоченный милиции,Лейтенант,(499) 150-99-82,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file11.html
45277565000_file12,ДЕНЕВ Д. В.,Участковый уполномоченный милиции,Лейтенант,(499) 150-99-82,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file12.html
45277565000_file13,КОСТЕНКО В. А.,Участковый уполномоченный милиции,Лейтенант,(499) 150-99-82,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file13.html
45277565000_file14,ЕГОРОВ Е. Ю.,Старший участковый уполномоченный милиции,Старший лейтенант,(499) 159-15-11,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file14.html
45277565000_file15,ИШМАМЕТОВ И. А.,Участковый уполномоченный милиции,Лейтенант,(499) 159-15-11,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file15.html
45277565000_file16,САЛМАНОВ А. Д.,Участковый уполномоченный милиции,Майор,(499) 159-15-11,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277565000/file16.html
45277568000_file1,ПОДСТРЕШНЫЙ А. В.,Участковый уполномоченный милиции,Лейтенант,(499) 9047271,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file1.html
45277568000_file2,ЧЕРНЫШОВ А. А.,Старший участковый уполномоченный милиции,Капитан,(499) 9047271,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file2.html
45277568000_file3,СКОПОВ М. В.,Участковый уполномоченный милиции,Лейтенант,(499) 9047271,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file3.html
45277568000_file4,КАРАЧЕНЦЕВ Ю. В.,Участковый уполномоченный милиции,Капитан,(499) 9047271,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file4.html
45277568000_file5,КОТЛОВ И. А.,Участковый уполномоченный милиции,Младший лейтенант,(499) 9047271,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file5.html
45277568000_file6,МАРКЕЕВ А. А.,Участковый уполномоченный милиции,Лейтенант,(495) 4842764,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file6.html
45277568000_file7,ТРУХИН В. А.,Старший участковый уполномоченный милиции,Капитан,(495) 4842764,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file7.html
45277568000_file8,РЯБИНИН В. С.,Участковый уполномоченный милиции,Майор,(495) 4842764,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file8.html
45277568000_file9,ОСИПОВ Г. Л.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4842764,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file9.html
45277568000_file10,ЖУТКИН Г. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4842764,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file10.html
45277568000_file11,БАХТИН А. А.,Участковый уполномоченный милиции,Лейтенант,(495) 4856320,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file11.html
45277568000_file12,СТРЫГИН В. А.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4856320,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file12.html
45277568000_file13,КРЕМЧЕЕВ М. А.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4856320,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file13.html
45277568000_file14,ГРОМОВ В. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4856320,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file14.html
45277568000_file15,ГУБАНОВ Ю. А.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4856320,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file15.html
45277568000_file16,СМАХТИН П. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4810366,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file16.html
45277568000_file17,МОРОЗОВ В. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4810366,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file17.html
45277568000_file18,КУРИЛЬЧИК А. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4810366,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file18.html
45277568000_file19,ЗОЛОТУХИН В. М.,Участковый уполномоченный милиции,Майор,(495) 4810366,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file19.html
45277568000_file20,МАКСИМЕНКО А. Г.,Старший участковый уполномоченный милиции,Майор,(499) 9002071,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file20.html
45277568000_file21,БАЛАТСКИЙ И. С.,Участковый уполномоченный милиции,Старший лейтенант,(499) 9002071,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file21.html
45277568000_file22,УТКИН Р. С.,Участковый уполномоченный милиции,Капитан,(499) 9002071,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file22.html
45277568000_file23,КУЗЬМИЧЕВ Д. В.,Участковый уполномоченный милиции,Младший лейтенант,(499) 9002071,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file23.html
45277568000_file24,САМОХВАЛОВ Д. Е.,Участковый уполномоченный милиции,Лейтенант,(499) 9002071,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file24.html
45277568000_file25,ВАСИЛЬЕВ С. Е.,Участковый уполномоченный милиции,Капитан,(499) 9002071,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277568000/file25.html
45277571000_file1,ХРИСТЕНКО В. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4536269,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file1.html
45277571000_file2,ВЛАСКИН А. Н.,Старший участковый уполномоченный милиции,Майор,(495) 4536269,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file2.html
45277571000_file3,РАЮШКИН А. Г.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4536269,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file3.html
45277571000_file4,ВИНОГРАДОВ В. В.,Старший участковый уполномоченный милиции,Капитан,(495) 4539552,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file4.html
45277571000_file5,ТУЛЬСКИЙ Н. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4539552,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file5.html
45277571000_file6,ИСКЕЕВ А. В.,Участковый уполномоченный милиции,Капитан,(495) 4539552,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file6.html
45277571000_file7,АКЧУРИН М. А.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4539552,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file7.html
45277571000_file8,КОРШУН Р. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4539552,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file8.html
45277571000_file9,ИВАНОВ Д. В.,Старший участковый уполномоченный милиции,Старший лейтенант,(495) 4520623,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file9.html
45277571000_file10,ЗАЙЦЕВ А. А.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4520623,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file10.html
45277571000_file11,РУДАКОВ А. И.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4520623,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file11.html
45277571000_file12,МИХАЙЛЕВИЧ Д. Н.,Участковый уполномоченный милиции,Лейтенант,(495) 4520623,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file12.html
45277571000_file13,ХРУЩЕВ С. А.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4520623,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file13.html
45277571000_file14,КУЛИКОВА И. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4521115,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file14.html
45277571000_file15,КАПЛИН А. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4521115,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file15.html
45277571000_file16,ВОЙНОВ А. Р.,Старший участковый уполномоченный милиции,Майор,(495) 4521115,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file16.html
45277571000_file17,ВАКАНСИЯ *.,Участковый уполномоченный милиции,Лейтенант,(495) 4521115,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file17.html
45277571000_file18,ЧЕРНОШЕЙКИН С. А.,Старший участковый уполномоченный милиции,Майор,(495) 4546300,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file18.html
45277571000_file19,НИГМАНОВ Д. С.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4546300,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file19.html
45277571000_file20,ЛЕБЕДЕВ Д. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4546300,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file20.html
45277571000_file21,БЫСТРЫГИН А. Е.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4546300,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file21.html
45277571000_file22,БОЛДАНОВ Д. Б.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4546300,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file22.html
45277571000_file23,САНКИН А. А.,Старший участковый уполномоченный милиции,Майор,(495) 1533172,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file23.html
45277571000_file24,КУРБОНОВ И. Ш.,Старший участковый уполномоченный милиции,Майор,(495) 1533172,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file24.html
45277571000_file25,СЯТКИН С. И.,Участковый уполномоченный милиции,Лейтенант,(495) 1533172,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file25.html
45277571000_file26,ЗАХАРОВ С. Н.,Участковый уполномоченный милиции,Лейтенант,(495) 1533172,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277571000/file26.html
45277574000_file1,БОЛОТОВ И. И.,Старший участковый уполномоченный милиции,Майор,(495) 4858219,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file1.html
45277574000_file2,ВИКТОРОВ В. А.,Участковый уполномоченный милиции,Лейтенант,(495) 4858219,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file2.html
45277574000_file3,СЕРЕЖЕНКОВ В. Н.,Участковый уполномоченный милиции,Лейтенант,(495) 4858219,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file3.html
45277574000_file4,ДАШКЕВИЧ С. А.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4858219,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file4.html
45277574000_file5,КРАЦ Л. В.,Старший участковый уполномоченный милиции,Майор,(495) 4836977,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file5.html
45277574000_file6,РЗАЕВ Д. М.,Участковый уполномоченный милиции,Майор,(495) 4836977,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file6.html
45277574000_file7,ТОКАРЕВ В. В.,Участковый уполномоченный милиции,Капитан,(495) 4836977,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file7.html
45277574000_file8,НАЙДЕН Р. С.,Участковый уполномоченный милиции,Лейтенант,(495) 4836955,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file8.html
45277574000_file9,ВАСЬКИН Н. А.,Участковый уполномоченный милиции,Лейтенант,(495) 4836955,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file9.html
45277574000_file10,СОКОЛОВ Е. В.,Старший участковый уполномоченный милиции,Майор,(495) 4832011,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file10.html
45277574000_file11,СОБИРОВ Ы. А.,Участковый уполномоченный милиции,Капитан,(495) 4832011,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file11.html
45277574000_file12,БОРИСОВ А. О.,Участковый уполномоченный милиции,Лейтенант,(495) 4832011,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file12.html
45277574000_file13,КУРОЧКИН А. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4846938,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file13.html
45277574000_file14,ВАЛЕЖНЫЙ С. И.,Старший участковый уполномоченный милиции,Старший лейтенант,(495) 4846938,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file14.html
45277574000_file15,КУРОЧКИН А. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4846938,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file15.html
45277574000_file16,ВОЛКОВ М. Д.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4846938,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file16.html
45277574000_file17,АЛЯУТДИНОВ И. А.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4846938,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file17.html
45277574000_file18,ЛИХАРЕВ Р. В.,Участковый уполномоченный милиции,Капитан,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file18.html
45277574000_file19,НАГИН В. А.,Старший участковый уполномоченный милиции,Подполковник,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file19.html
45277574000_file20,МИТИЧКИН Э. В.,Участковый уполномоченный милиции,Лейтенант,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file20.html
45277574000_file21,ПЛЯЦКО В. Б.,Участковый уполномоченный милиции,Лейтенант,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file21.html
45277574000_file22,АТАМАНСКИЙ К. Ю.,Участковый уполномоченный милиции,Младший лейтенант,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file22.html
45277574000_file23,АРИСКИН Р. Н.,Участковый уполномоченный милиции,Майор,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file23.html
45277574000_file24,ХОМЯКОВ А. В.,Старший участковый уполномоченный милиции,Майор,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file24.html
45277574000_file25,ЯКОВЛЕВ А. Л.,Участковый уполномоченный милиции,Капитан,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file25.html
45277574000_file26,ШЕЛКОВ В. К.,Участковый уполномоченный милиции,Лейтенант,(495) 4851253,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277574000/file26.html
45277577000_file1,АНИКЕЕВ С. А.,Старший участковый уполномоченный милиции,Майор,(495) 9059790,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file1.html
45277577000_file2,ГОСТЕВ А. А.,Участковый уполномоченный милиции,Капитан,(495) 9059790,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file2.html
45277577000_file3,МАСЛОВ А. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9059790,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file3.html
45277577000_file4,РОГАЧЕВ А. С.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9059790,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file4.html
45277577000_file5,МИЛОВАНОВ К. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9059790,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file5.html
45277577000_file6,КОРОСТЕЛИН В. О.,Участковый уполномоченный милиции,Капитан,(495) 9059790,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file6.html
45277577000_file7,ШРАМКО И. П.,Старший участковый уполномоченный милиции,Майор,(495) 4863796,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file7.html
45277577000_file8,БРАВИКОВ С. М.,Участковый уполномоченный милиции,Капитан,(495) 4863796,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file8.html
45277577000_file9,ВОЛКОВ А. Ю.,Старший участковый уполномоченный милиции,Майор,(495) 4863796,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file9.html
45277577000_file10,ВАКАНСИЯ *. *.,Участковый уполномоченный милиции,Капитан,(495) 4863796,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file10.html
45277577000_file11,КУЛАГИН С. А.,Старший участковый уполномоченный милиции,Майор,(495) 9051165,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file11.html
45277577000_file12,РОМАНОВ А. А.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9051165,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file12.html
45277577000_file13,ЧАЛЫХ Н. Н.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9051165,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file13.html
45277577000_file14,ПОЛИНСКИЙ Б. А.,Участковый уполномоченный милиции,Майор,(495) 9051165,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file14.html
45277577000_file15,БАВИН С. А.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9051165,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file15.html
45277577000_file16,ЕЛИСЕЕВ С. М.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9051165,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file16.html
45277577000_file17,ЗАДОРОЖНЫЙ А. В.,Старший участковый уполномоченный милиции,Майор,(495) 9067455,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file17.html
45277577000_file18,ИЗВЕКОВ Г. А.,Старший участковый уполномоченный милиции,Майор,(495) 9067455,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file18.html
45277577000_file19,ЧЕКУЛАЕВ Ю. А.,Участковый уполномоченный милиции,Лейтенант,(495) 9067455,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file19.html
45277577000_file20,МИКТЕПОВ Р. С.,Участковый уполномоченный милиции,Старший лейтенант,(495) 9067455,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file20.html
45277577000_file21,АЙМАЛЕТСДИНОВ Р. Н.,Участковый уполномоченный милиции,Капитан,(495) 9067455,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file21.html
45277577000_file22,ЛЕУШКИН Г. А.,Участковый уполномоченный милиции,Майор,(495) 9067455,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277577000/file22.html
45277580000_file1,ЗАЗЫМКИН О. И.,Старший участковый уполномоченный милиции,Капитан,(495) 1595031,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file1.html
45277580000_file2,ЗАЙЦЕВ Д. А.,Участковый уполномоченный милиции,Капитан,(495) 1595031,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file2.html
45277580000_file3,ТОРМАСИН В. Г.,Участковый уполномоченный милиции,Лейтенант,(495) 1595031,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file3.html
45277580000_file4,ВОЛОДИН А. А.,Участковый уполномоченный милиции,Лейтенант,(495) 1595031,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file4.html
45277580000_file5,НЕВСКИЙ А. В.,Старший участковый уполномоченный милиции,Майор,(495) 1544435,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file5.html
45277580000_file6,ПАВЛЮЧЕНКО Д. И.,Участковый уполномоченный милиции,Капитан,(495) 1544435,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file6.html
45277580000_file7,ЗАВРАЖНОВ Р. И.,Участковый уполномоченный милиции,Лейтенант,(495) 1544435,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file7.html
45277580000_file8,ВОЛЬЧЕНКО В. Т.,Участковый уполномоченный милиции,Лейтенант,(495) 1544435,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file8.html
45277580000_file9,ПОЛИТОВ В. И.,Старший участковый уполномоченный милиции,Майор,(495) 7088415,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file9.html
45277580000_file10,ШАШКИН Э. Р.,Участковый уполномоченный милиции,Лейтенант,(495) 7088415,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file10.html
45277580000_file11,АЛТУХОВ Я. В.,Участковый уполномоченный милиции,Лейтенант,(495) 7088415,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file11.html
45277580000_file12,ЕФИМОВ Д. Е.,Участковый уполномоченный милиции,Старший лейтенант,(495) 7088415,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file12.html
45277580000_file13,КАЛУРИН С. В.,Старший участковый уполномоченный милиции,Майор,(495) 1540417,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file13.html
45277580000_file14,НЕСТЕРОВ С. В.,Участковый уполномоченный милиции,Капитан,(495) 1540417,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file14.html
45277580000_file15,КОШЕЛЬ Б. Я.,Участковый уполномоченный милиции,Старший лейтенант,(495) 1540417,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file15.html
45277580000_file16,ПОНЯВИНА Т. Н.,Участковый уполномоченный милиции,Капитан,(495) 1540417,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file16.html
45277580000_file17,МАКАРОВ Г. Г.,Участковый уполномоченный милиции,Младший лейтенант,(495) 1532367,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file17.html
45277580000_file18,МАТЫЦЫН Р. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 1532367,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file18.html
45277580000_file19,ФОМИН А. В.,Участковый уполномоченный милиции,Лейтенант,(495) 1532367,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file19.html
45277580000_file20,ХЛУСОВ Р. Е.,Старший участковый уполномоченный милиции,Старший лейтенант,(495) 1532367,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file20.html
45277580000_file21,РАДКЕВИЧ Н. М.,Старший участковый уполномоченный милиции,Майор,(495) 1540392,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file21.html
45277580000_file22,ЗАРИПОВ И. А.,Участковый уполномоченный милиции,Старший лейтенант,(495) 1540392,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file22.html
45277580000_file23,ПУЛЬБЕРЕ А. А.,Участковый уполномоченный милиции,Лейтенант,(495) 1540392,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file23.html
45277580000_file24,ЗАХАРЕНКО Д. В.,Участковый уполномоченный милиции,Лейтенант,(495) 1540392,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file24.html
45277580000_file25,ФОКИН Е. В.,Старший участковый уполномоченный милиции,Майор,(495) 4824626,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file25.html
45277580000_file26,СИВАШОВ А. В.,Участковый уполномоченный милиции,Старший лейтенант,(495) 4824626,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file26.html
45277580000_file27,СМОЛИК А. И.,Участковый уполномоченный милиции,Лейтенант,(495) 4824626,http://112.ru/publish/00/00/uum/45000000000/45277000000/45277580000/file27.html
